mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
47	47	557/2	557/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	1083										60				
47	47	1115/4	1115/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	1084														
47	47	279	279	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	1085														
47	47	561/2	561/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8		1/8	1	1086														
48	48	282	282	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1087														
48	48	565/2	565/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1088														
48	48	283	283	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1089														
48	48	567/2	567/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1090														
48	48	284	284	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1091														
48	48	569/2	569/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1092														
48	48	285	285	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1093														
48	48	282	282	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	1094										61				
48	48	1129/4	1129/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	1095										61				
48	48	565/2	565/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	1096										61				
48	48	1131/4	1131/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	1097										61				
48	48	283	283	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	1098										61				
48	48	1133/4	1133/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	1099										61				
48	48	567/2	567/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	1100										61				
48	48	1135/4	1135/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	1101										61				
48	48	284	284	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	1102										61				
48	48	1137/4	1137/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	1103										61				
48	48	569/2	569/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	1104										61				
48	48	1139/4	1139/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	1105														
48	48	285	285	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	1106														
49	49	288	288	6.0	0	0	Chord	12/8	2	1	3/2		1	3/2	1107														
49	49	288	288	6.0	0	0	Chord	12/8	3	1	3/2		1	3/2	1108														
